134101,18.0
134201,18.0
134301,18.0
134401,18.0
134501,18.0
134601,18.0
134701,18.0
134801,18.0
134901,18.0
135001,18.0
135101,19.0
135201,18.0
135301,18.0
135401,18.0
135501,18.0
135601,18.0
135701,18.0
135801,18.0
135901,18.0
140001,18.0
140101,18.0
140201,18.0
140301,18.0
140401,18.0
140501,18.0
140601,18.0
140701,18.0
140801,18.0
140901,18.0
141001,18.0
141101,18.0
141201,18.0
141301,18.0
141401,18.0
141501,18.0
141601,18.0
141701,18.0
141801,18.0
141901,18.0
142001,18.0
142101,18.0
142201,18.0
142302,18.0
142401,18.0
142501,18.0
142601,18.0
142701,18.0
142802,18.0
142901,18.0
143001,18.0
143101,18.0
143201,18.0
143301,18.0
143401,18.0
153501,18.0
164139,18.0
164201,18.0
164302,18.0
164401,18.0
164501,18.0
164601,18.0
164701,18.0
164801,18.0
164901,18.0
165001,18.0
165101,18.0
165201,18.0
165301,18.0
165401,18.0
165501,18.0
165601,18.0
165701,18.0
165801,18.0
165901,18.0
170001,18.0
170101,18.0
170201,18.0
170301,18.0
170402,18.0
170501,18.0
170601,18.0
170701,18.0
170801,18.0
170901,18.0
171001,18.0
171101,18.0
171201,18.0
171301,18.0
171401,18.0
171501,18.0
171601,18.0
171701,18.0
171801,18.0
171901,18.0
172001,18.0
172101,18.0
172201,18.0
172301,18.0
172401,18.0
172501,18.0
172601,19.0
172701,19.0
172801,19.0
172901,19.0
173001,19.0
173101,19.0
173201,19.0
173301,19.0
173401,19.0
173501,19.0
173601,19.0
173701,19.0
173801,19.0
173901,20.0
174001,20.0
174101,20.0
174201,20.0
174301,20.0
174401,20.0
174501,20.0
174601,20.0
174701,20.0
174801,20.0
174901,20.0
175002,20.0
175101,20.0
175201,20.0
175301,20.0
175401,20.0
175501,20.0
175601,20.0
175701,21.0
175801,21.0
175901,21.0
180001,20.0
180101,20.0
180201,20.0
180301,20.0
180401,20.0
180501,20.0
180601,20.0
180701,20.0
180801,20.0
180901,20.0
181001,20.0
181101,20.0
181201,20.0
181301,20.0
181401,20.0
181502,20.0
181601,20.0
181701,20.0
181801,20.0
181901,20.0
182001,20.0
182101,20.0
182201,20.0
182301,20.0
182401,20.0
182501,20.0
182601,20.0
182701,20.0
182801,20.0
182901,20.0
183001,20.0
183101,20.0
183202,20.0
183301,20.0
183401,20.0
183501,20.0
183602,20.0
183701,20.0
183802,20.0
183901,20.0
184001,20.0
184101,20.0
184201,20.0
184301,20.0
184401,20.0
184501,20.0
184602,20.0
184701,20.0
184801,20.0
184901,20.0
185001,20.0
185101,20.0
185201,20.0
