0100,33.50
0101,33.50
0102,33.50
0103,33.50
0104,33.50
0105,33.50
0106,33.50
0107,
0108,33.25
0109,33.38
0110,33.50
0111,33.50
0112,33.50
0113,33.50
0114,33.50
0115,33.50
0116,33.50
0117,33.50
0118,33.62
0119,33.50
0120,33.38
0121,33.50
0122,33.50
0123,33.50
0124,
0125,33.50
0126,33.50
0127,33.38
0128,33.38
0129,33.38
0130,33.38
0131,33.38
0132,33.38
0133,33.25
0134,33.25
0135,33.25
0136,33.25
0137,33.12
0138,33.12
0139,33.12
0140,33.12
0141,
0142,33.00
0143,33.00
0144,33.00
0145,33.00
0146,32.88
0147,32.88
0148,32.88
0149,32.88
0150,32.75
0151,32.75
0152,32.75
0153,32.75
0154,32.75
0155,32.75
0156,32.62
0157,32.62
0158,
0159,32.62
